run_id,epoch,train_loss,val_loss,val_acc,best_val_acc,lr_max
20260414_101131,10,0.9190343866944313,0.001229466562351212,0.626,0.6475,0.000375
20260414_101131,11,0.9381010962426662,0.0011633204203164204,0.63825,0.6475,0.00035168416076895013
20260414_101131,12,0.940177069760859,0.0011974548921100795,0.63125,0.6475,0.0003272542485937369
20260414_101131,13,0.8938270800337196,0.0012041338248234242,0.635,0.6475,0.00030197792270443986
20260414_101131,14,0.8657506611868739,0.0011495373022621497,0.65,0.65,0.00027613211581691346
20260414_101131,15,0.8329106907323003,0.0011763283332511783,0.645,0.65,0.0002500000000000001
20260414_101131,16,0.7862680584713817,0.001160463416684419,0.65525,0.65525,0.0002238678841830867
20260414_101131,17,0.7752220910489559,0.001232077995546162,0.6365,0.65525,0.00019802207729556018
20260414_101131,18,0.7878214088603854,0.0011899776509646327,0.6505,0.65525,0.0001727457514062632
20260414_101131,19,0.7594759097322822,0.001212207473602146,0.64225,0.65525,0.00014831583923105002
20260414_101131,20,0.7262561919391155,0.0012111605419632978,0.642,0.65525,0.00012500000000000008
20260414_101131,21,0.729209551602602,0.0012030832985020243,0.65625,0.65625,0.00010305368692688177
20260414_101131,22,0.6979656709209084,0.0012817584328949452,0.626,0.65625,8.271734841028554e-05
20260414_101131,23,0.6702536703646182,0.0012558950764676555,0.6305,0.65625,6.421379363065152e-05
20260414_101131,24,0.6430920123979449,0.0012416494030361063,0.64925,0.65625,4.7745751406263184e-05
20260414_101131,25,0.6266731102392078,0.0012374570455765351,0.65125,0.65625,3.349364905389034e-05
20260414_101131,26,0.6201685492172837,0.0012798111413596198,0.63925,0.65625,2.1613635589349765e-05
