run_id,epoch,train_loss,val_loss,val_acc,best_val_acc,lr_max
20260414_204409,1,1.3761702636256814,1.0540825542211532,0.6765,0.6765,0.0004945478263830845
20260414_204409,2,0.9976460858546198,0.876933021068573,0.73,0.73,0.00047842959168182885
20260414_204409,3,0.8178861172469333,0.8448136805295944,0.737,0.737,0.00045234974009654937
20260414_204409,4,0.731984538516961,0.78256920799613,0.7625,0.7625,0.0004174480862865351
20260414_204409,5,0.6396263811271637,0.7338262458443642,0.77475,0.77475,0.00037525
20260414_204409,6,0.5762747736403253,0.7154536831974984,0.7855,0.7855,0.0003275997400965494
20260414_204409,7,0.5057134341259952,0.6459244922101498,0.80975,0.80975,0.00027657985158527956
20260414_204409,8,0.4470371822102461,0.6809862944483757,0.79775,0.80975,0.00022442014841472048
20260414_204409,9,0.39408181549026633,0.6414905814081431,0.8155,0.8155,0.00017340025990345064
20260414_204409,10,0.33254286752117335,0.6373518904894591,0.82025,0.82025,0.00012575000000000005
20260414_204409,11,0.28623257112118883,0.6019867085069418,0.83175,0.83175,8.355191371346494e-05
20260414_204409,12,0.2432009493439691,0.6585063128173352,0.8135,0.83175,4.8650259903450626e-05
20260414_204409,13,0.19846447897446343,0.6427330242283642,0.83225,0.83225,2.2570408318171052e-05
20260414_204409,14,0.16978842064045602,0.6417339639812708,0.8305,0.83225,6.45217361691548e-06
20260414_204409,15,0.15367280624757404,0.6403909957185387,0.8325,0.8325,1e-06
